,Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,SSD,HDD,FlashStorage,Gpu_brand,Price
672,Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.3,1,1,Intel Core i5,256,0,0,Intel,93060.0
1047,MSI,Gaming,17.3,1920x1080,16,Windows,3.78,0,1,Intel Core i7,1256,1000,0,Nvidia,139107.6
70,Microsoft,Ultrabook,13.5,2256x1504,4,Windows,1.252,1,0,Intel Core i5,128,0,0,Intel,98010.0
934,Toshiba,Notebook,14.0,1920x1080,4,Windows,1.47,0,1,Intel Core i5,128,0,0,Intel,99450.0
746,Samsung,Ultrabook,13.3,1920x1080,16,Windows,0.81,0,0,Intel Core i7,256,0,0,Intel,148410.0
992,Lenovo,Notebook,15.6,1366x768,4,No ,1.9,0,0,Other Intel,128,0,0,Intel,24355.8
621,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.65,0,0,Intel Core i5,256,0,0,Intel,131850.0
605,MSI,Gaming,15.6,3840x2160,16,Windows,1.8,0,0,Intel Core i7,2256,2000,0,Nvidia,206910.0
232,Lenovo,Gaming,15.6,1920x1080,16,Windows,3.2,0,1,Intel Core i7,1256,1000,0,Nvidia,134910.0
202,Acer,Notebook,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i7,0,1000,0,Nvidia,66780.0
623,Fujitsu,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,256,0,0,Intel,71910.0
152,Lenovo,Notebook,15.6,1366x768,4,Windows,1.9,0,0,Intel Core i5,128,0,0,Intel,44820.0
747,HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i3,256,0,0,Intel,48510.0
778,Razer,Gaming,14.0,1920x1080,16,Windows,1.95,0,0,Intel Core i7,512,0,0,Nvidia,260910.0
1186,Dell,2 in 1 Convertible,15.6,1920x1080,16,Windows,2.09,1,0,Intel Core i7,512,0,0,Intel,106110.0
131,Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,1000,0,AMD,40410.0
1084,Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,256,0,0,Intel,67500.0
971,Dell,Ultrabook,14.0,2560x1440,8,Windows,1.5,1,0,Intel Core i7,256,0,0,Intel,176668.2
1076,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.3,0,1,Intel Core i5,0,1000,0,Nvidia,87930.0
584,Dell,Netbook,11.6,1366x768,4,Chrome ,1.26,0,0,Other Intel,0,0,16,Intel,26550.0
1233,MSI,Gaming,17.3,1920x1080,16,Windows,2.7,0,0,Intel Core i7,1256,1000,0,Nvidia,143820.0
389,Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.42,1,0,Intel Core i7,512,0,0,Intel,225810.0
957,HP,2 in 1 Convertible,11.6,1366x768,4,Windows,1.45,1,0,Other Intel,256,0,0,Intel,69750.0
171,HP,Notebook,17.3,1920x1080,6,Windows,2.71,0,1,Intel Core i5,0,2000,0,AMD,62910.0
1098,HP,Notebook,15.6,1366x768,4,Windows,1.96,0,0,Other Intel,0,1000,0,Intel,45000.0
952,Toshiba,Notebook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,131400.0
550,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,128,0,0,Intel,44910.0
637,Lenovo,Notebook,14.0,1366x768,2,Windows,1.42,0,0,Other Intel,0,0,32,Intel,22410.0
467,Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i5,0,2000,0,AMD,68310.0
2,HP,Notebook,15.6,1920x1080,8,No ,1.86,0,0,Intel Core i5,256,0,0,Intel,51750.0
991,HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,1128,1000,0,AMD,44910.0
410,Lenovo,Workstation,15.6,1920x1080,8,Windows,2.67,0,0,Intel Core i7,512,0,0,Nvidia,173250.0
276,Dell,Notebook,17.3,1920x1080,8,Linux,2.8,0,0,Intel Core i7,1128,1000,0,AMD,98910.0
534,Asus,Gaming,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,1128,1000,0,Nvidia,148410.0
589,Asus,Gaming,17.3,1920x1080,8,Windows,2.73,0,1,Intel Core i5,1128,1000,0,Nvidia,159300.0
41,Dell,Gaming,15.6,1920x1080,16,Windows,2.65,0,1,Intel Core i7,1256,1000,0,Nvidia,134910.0
81,Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Intel Core i5,512,0,0,Intel,135900.0
1181,Lenovo,Ultrabook,15.6,1920x1080,6,Windows,1.54,0,0,Intel Core i7,256,0,0,Nvidia,74790.0
1100,Dell,Ultrabook,12.5,1366x768,4,Windows,1.5,0,0,Intel Core i3,0,500,0,Intel,102163.5
1287,HP,Notebook,15.6,1366x768,6,Windows,2.19,0,0,Intel Core i7,0,1000,0,AMD,68760.0
1302,Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,33210.0
1192,HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,0,500,0,Intel,43650.0
1124,Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i3,0,1000,0,Intel,39150.0
121,MSI,Gaming,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,2256,2000,0,Nvidia,201735.0
563,Lenovo,Notebook,17.3,1920x1080,8,Windows,3.4,0,1,Intel Core i7,256,0,0,Nvidia,269910.0
654,HP,Notebook,15.6,1366x768,4,No ,1.86,0,0,Intel Core i3,0,500,0,Intel,32841.0
1091,HP,Notebook,15.6,1366x768,4,No ,1.86,0,0,Intel Core i3,0,1000,0,Intel,31139.1
945,Lenovo,Gaming,15.6,1920x1080,16,Windows,2.5,0,1,AMD processor,1512,1000,0,AMD,89910.0
1013,HP,Ultrabook,14.0,1920x1080,8,Windows,1.54,0,0,Intel Core i7,256,0,0,Intel,169848.9
536,Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,256,0,0,AMD,71766.9
705,Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,256,0,0,Intel,71550.0
640,Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1128,1000,0,Nvidia,99810.0
1238,MSI,Gaming,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i7,1128,1000,0,Nvidia,105210.0
218,Dell,Ultrabook,14.0,1920x1080,8,Windows,1.6,0,0,Intel Core i5,256,0,0,Intel,103410.0
96,Dell,Notebook,15.6,1920x1080,8,Linux,2.2,0,0,Intel Core i7,0,1000,0,AMD,53991.0
1090,Dell,Notebook,15.6,1366x768,4,Linux,2.2,0,0,Other Intel,0,500,0,Intel,35414.1
617,HP,Ultrabook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,512,0,0,Intel,125010.0
707,Lenovo,Workstation,15.6,1920x1080,16,Windows,2.18,0,0,Intel Core i7,512,0,0,Nvidia,166950.0
713,Asus,Notebook,14.0,1920x1080,4,Windows,1.5,0,0,Other Intel,0,0,32,Intel,26820.0
477,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,180,0,0,Intel,122760.0
8,Asus,Ultrabook,14.0,1920x1080,16,Windows,1.3,0,0,Intel Core i7,512,0,0,Nvidia,134550.0
567,Fujitsu,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,0,1000,0,Intel,66510.0
986,HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i5,0,1000,0,Intel,72540.0
1134,Acer,Notebook,15.6,1920x1080,4,Windows,2.23,0,0,Intel Core i5,0,1000,0,Nvidia,55440.0
846,HP,2 in 1 Convertible,11.6,1366x768,4,Chrome ,1.4,1,0,Other Intel,0,0,32,Intel,55350.0
1212,MSI,Gaming,17.3,1920x1080,16,Windows,2.43,0,1,Intel Core i7,1256,1000,0,Nvidia,175409.1
47,Asus,Gaming,17.3,1920x1080,8,Windows,3.2,0,0,AMD processor,1256,1000,0,AMD,116910.0
1026,HP,Notebook,14.0,1366x768,4,Windows,2.31,0,0,Intel Core i5,0,500,0,Intel,107010.0
505,Lenovo,Notebook,13.3,1920x1080,8,Windows,1.44,0,0,Intel Core i5,256,0,0,Intel,85410.0
1271,Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.3,1,1,Intel Core i7,512,0,0,Intel,134910.0
700,Dell,Gaming,15.6,1920x1080,8,Windows,2.56,0,0,Intel Core i5,0,1000,0,Nvidia,73710.0
194,Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.62,1,1,Intel Core i7,0,1000,0,Intel,75510.0
866,Toshiba,Ultrabook,13.3,1366x768,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,98550.0
698,Toshiba,Ultrabook,13.3,1920x1080,16,Windows,1.36,1,0,Intel Core i7,512,0,0,Intel,168930.0
796,Asus,Notebook,14.0,1366x768,4,Windows,1.63,0,0,Other Intel,0,0,32,Intel,26910.0
706,Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.6,1,1,Intel Core i5,256,0,0,Intel,89910.0
841,Dell,Gaming,17.3,1920x1080,32,Windows,4.42,0,1,Intel Core i7,1512,1000,0,Nvidia,276560.1
1231,Razer,Gaming,14.0,1920x1080,16,Windows,1.95,0,0,Intel Core i7,1000,0,0,Nvidia,314910.0
108,MSI,Gaming,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,1256,1000,0,Nvidia,116910.0
29,HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i5,0,1000,0,Nvidia,80640.0
267,Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i5,0,1000,0,Intel,42030.0
1164,HP,Notebook,15.6,1366x768,4,No ,2.1,0,0,Intel Core i5,0,500,0,Intel,42929.1
1011,HP,Ultrabook,12.5,1920x1080,4,Windows,1.26,0,0,Intel Core i5,0,500,0,Intel,138510.0
231,HP,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD processor,0,500,0,AMD,29700.0
638,Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,256,0,0,Intel,158167.80000000002
795,Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Windows,1.42,1,1,Intel Core i5,256,0,0,Intel,209700.0
64,HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i5,256,0,0,Intel,62100.0
568,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,30960.0
682,Dell,Gaming,15.6,1920x1080,16,Windows,3.21,0,0,Intel Core i5,1128,1000,0,Nvidia,184590.0
143,Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,0,500,0,Intel,54180.0
820,Lenovo,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,0,500,0,Intel,44091.0
1061,Asus,Gaming,17.3,1920x1080,16,No ,4.0,0,1,Intel Core i7,0,1000,0,Nvidia,89820.0
587,Lenovo,Ultrabook,14.0,1920x1080,12,Windows,1.4,0,1,Intel Core i7,256,0,0,Intel,150570.0
329,Dell,Notebook,15.6,3840x2160,32,Windows,2.06,1,0,Intel Core i7,1000,0,0,Nvidia,237510.0
607,Lenovo,Notebook,15.6,1920x1080,6,Windows,2.4,0,0,Intel Core i5,0,1000,0,Intel,50760.0
867,Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,256,0,0,Intel,175500.0
1019,HP,Notebook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i7,256,0,0,Intel,200610.0
42,Asus,Notebook,15.6,1366x768,8,Linux,2.3,0,0,Intel Core i5,0,1000,0,Nvidia,47069.1
90,Asus,Gaming,15.6,1920x1080,8,Windows,2.45,0,0,AMD processor,0,1000,0,AMD,62910.0
643,Asus,Gaming,15.6,1920x1080,8,No ,2.5,0,1,Intel Core i7,0,1000,0,Nvidia,105210.0
1203,Dell,Ultrabook,13.3,3200x1800,16,Windows,1.2,1,0,Intel Core i7,512,0,0,Intel,241200.0
628,Asus,2 in 1 Convertible,13.3,1920x1080,6,Windows,1.5,1,0,Intel Core i5,0,1000,0,Intel,57510.9
1144,HP,2 in 1 Convertible,13.3,2560x1440,8,Windows,1.48,1,0,Intel Core i7,256,0,0,Intel,161910.0
1093,Dell,Ultrabook,13.3,1920x1080,4,Windows,1.4,0,1,Intel Core i5,256,0,0,AMD,73651.5
773,Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i7,0,1000,0,Nvidia,98910.0
1290,Dell,Notebook,15.6,1366x768,6,Windows,2.3,0,0,Intel Core i3,0,1000,0,Intel,41310.0
488,Lenovo,Ultrabook,12.5,1920x1080,16,Windows,1.36,0,1,Intel Core i7,512,0,0,Intel,161820.0
872,Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i7,256,0,0,Intel,124920.0
681,Asus,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Other Intel,128,0,0,Intel,37710.0
709,HP,Notebook,17.3,1920x1080,6,Windows,2.71,0,1,AMD processor,0,2000,0,AMD,58950.9
77,Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i7,1128,1000,0,Intel,76950.0
814,Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,256,0,0,AMD,71082.9
861,HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,256,0,0,AMD,121410.0
1253,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.9,0,1,Intel Core i5,256,0,0,Intel,96480.0
653,MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1128,1000,0,Nvidia,107262.0
1005,HP,Notebook,14.0,1366x768,4,Windows,1.48,0,0,Intel Core i5,256,0,0,Intel,98999.1
1282,HP,Netbook,11.6,1366x768,2,Windows,1.17,0,0,Other Intel,0,0,32,Intel,18810.0
666,Dell,Notebook,15.6,1920x1080,8,Windows,2.06,0,0,Intel Core i5,0,1000,0,Intel,85950.0
212,HP,Notebook,15.6,1920x1080,4,No ,2.1,0,0,Intel Core i3,0,500,0,Intel,31410.0
188,Acer,Ultrabook,13.3,1920x1080,8,Windows,1.12,0,1,Intel Core i5,256,0,0,Intel,89010.0
154,HP,Ultrabook,14.0,1920x1080,4,Windows,1.48,0,0,Intel Core i5,256,0,0,Intel,97380.0
222,Toshiba,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i7,256,0,0,Intel,122670.0
798,Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.38,1,1,Intel Core i7,256,0,0,Intel,121410.0
409,Lenovo,Notebook,11.6,1366x768,2,Windows,1.15,0,0,Other Intel,0,0,32,Intel,27400.5
146,HP,Ultrabook,12.5,3840x2160,8,Windows,0.97,1,1,Other Intel,512,0,0,Intel,181260.0
203,Lenovo,Gaming,15.6,1920x1080,16,Windows,3.2,0,1,Intel Core i7,1512,1000,0,Nvidia,157410.0
1189,Acer,Gaming,17.3,1920x1080,16,Windows,4.2,0,1,Intel Core i7,1256,1000,0,Nvidia,233910.0
145,Asus,Ultrabook,14.0,1920x1080,8,Windows,1.25,0,0,Intel Core i7,256,0,0,Intel,98910.0
899,Dell,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,0,500,0,Intel,84150.0
906,HP,Netbook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,512,0,0,Intel,133470.0
310,Lenovo,Notebook,13.3,1920x1080,8,Windows,1.1,0,1,Intel Core i5,256,0,0,Intel,89910.0
292,HP,Notebook,17.3,1600x900,8,Windows,2.54,0,0,Intel Core i3,0,1000,0,Intel,44010.0
1248,Lenovo,Notebook,15.6,1920x1080,8,No ,2.3,0,1,Intel Core i5,256,0,0,Intel,51570.0
1280,HP,Notebook,15.6,1920x1080,6,Windows,2.04,0,0,AMD processor,0,0,0,AMD,49499.1
577,Lenovo,Gaming,17.3,1920x1080,32,Windows,4.6,0,1,Intel Core i7,1256,1000,0,Nvidia,239670.0
153,MSI,Gaming,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,1256,1000,0,Nvidia,170100.0
55,Dell,Notebook,15.6,1920x1080,8,Windows,2.13,0,0,Intel Core i7,256,0,0,AMD,69102.0
327,Asus,Ultrabook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i7,256,0,0,Nvidia,94491.0
975,HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,1,Intel Core i5,1128,1000,0,Nvidia,88110.0
565,Dell,Ultrabook,13.3,3840x2160,8,Windows,1.21,1,1,Intel Core i5,128,0,0,Intel,143910.0
894,MSI,Gaming,17.3,3840x2160,16,Windows,2.43,0,1,Intel Core i7,2512,2000,0,Nvidia,238410.0
670,Microsoft,Ultrabook,13.5,2256x1504,8,Windows,1.252,1,0,Intel Core i7,256,0,0,Intel,168106.5
1296,HP,Netbook,11.6,1366x768,2,Windows,1.17,0,0,Other Intel,0,0,32,Intel,18810.0
999,HP,Ultrabook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i7,512,0,0,Intel,188010.0
496,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.17,0,0,Intel Core i7,256,0,0,Intel,80901.0
399,Lenovo,Ultrabook,14.0,2560x1440,16,Windows,1.13,0,1,Intel Core i7,1000,0,0,Intel,236250.0
535,Dell,Notebook,15.6,1920x1080,8,Windows,1.93,0,0,Intel Core i7,256,0,0,Nvidia,123210.0
703,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i5,0,2000,0,Intel,55930.50000000001
134,HP,Notebook,15.6,1366x768,8,Windows,2.05,0,0,Intel Core i7,0,1000,0,Intel,53820.0
1054,Dell,Ultrabook,13.3,3200x1800,16,Windows,1.2,1,0,Intel Core i7,1000,0,0,Intel,202860.0
1082,Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Windows,0.69,1,1,Other Intel,0,0,64,Intel,58164.3
1172,Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,33210.0
386,Lenovo,Notebook,13.3,1920x1080,4,Windows,1.5,0,1,Intel Core i3,128,0,0,Intel,49410.0
248,HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,0,500,0,Intel,60750.0
433,Lenovo,Workstation,15.6,3840x2160,16,Windows,2.3,0,1,Intel Core i7,512,0,0,Nvidia,220050.0
1222,HP,Notebook,15.6,1920x1080,6,Windows,2.1,0,0,AMD processor,0,1000,0,AMD,47610.0
450,HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,Intel Core i5,128,0,0,Intel,53010.0
686,HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,0,500,0,AMD,55134.9
728,Dell,Notebook,15.6,1366x768,8,Linux,2.32,0,0,Intel Core i5,0,1000,0,AMD,53056.8
471,HP,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,0,500,0,AMD,103860.0
925,Dell,Notebook,15.6,1366x768,4,Windows,1.95,0,0,Intel Core i5,0,500,0,Intel,65691.0
704,Lenovo,Notebook,15.6,1366x768,4,No ,1.9,0,0,Intel Core i3,0,500,0,Intel,40500.0
523,HP,Notebook,15.6,1366x768,4,Windows,1.63,0,0,Intel Core i3,128,0,0,Intel,62010.0
210,Acer,Notebook,15.6,1920x1080,8,Linux,2.4,0,0,Intel Core i7,0,1000,0,Nvidia,70110.0
586,HP,Gaming,17.3,1920x1080,16,Windows,3.78,0,1,Intel Core i7,1256,1000,0,Nvidia,134820.0
177,MSI,Gaming,18.4,1920x1080,32,Windows,4.4,0,0,Intel Core i7,1512,1000,0,Nvidia,251910.0
174,HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i5,256,0,0,Nvidia,83070.0
802,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.29,0,0,Intel Core i5,256,0,0,Intel,134910.0
853,Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.96,0,1,Intel Core i7,256,0,0,Nvidia,171270.0
1033,HP,Notebook,14.0,1920x1080,8,Windows,1.95,0,0,Intel Core i5,256,0,0,Intel,107550.0
838,Lenovo,Notebook,14.0,1366x768,4,Chrome ,1.5,0,0,Other Intel,0,0,16,Intel,29250.0
25,Dell,Notebook,15.6,1366x768,4,Windows,2.3,0,0,Intel Core i3,0,1000,0,Intel,37677.6
1025,HP,Ultrabook,12.5,1366x768,4,Windows,1.26,0,0,Intel Core i5,256,0,0,Intel,140310.0
193,Lenovo,Notebook,17.3,1600x900,8,No ,2.8,0,0,Intel Core i5,256,0,0,Nvidia,62820.0
554,HP,Notebook,17.3,1920x1080,8,Windows,2.63,0,0,Intel Core i7,0,1000,0,Nvidia,115200.0
927,HP,Notebook,15.6,1920x1080,8,Windows,2.31,0,0,Intel Core i5,256,0,0,Intel,104850.0
160,Asus,Notebook,15.6,1366x768,4,Windows,2.03,0,0,AMD processor,0,1000,0,AMD,36270.0
12,Apple,Ultrabook,15.4,2880x1800,16,Mac,1.83,0,1,Intel Core i7,256,0,0,AMD,219597.3
293,Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,256,0,0,Nvidia,164610.0
120,Acer,Notebook,15.6,1920x1080,6,Windows,2.1,1,1,Intel Core i3,0,1000,0,Intel,43110.0
434,Lenovo,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,512,0,0,Nvidia,220410.0
574,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.05,0,0,Intel Core i5,0,500,0,Intel,61650.0
517,Asus,Gaming,15.6,1920x1080,24,Windows,2.24,0,0,Intel Core i7,512,0,0,Nvidia,267120.0
1069,Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel,0,0,256,Intel,117000.0
738,MSI,Gaming,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,1256,1000,0,Nvidia,188503.2
693,Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Windows,1.42,1,0,Intel Core i7,256,0,0,Intel,233100.0
1085,HP,Notebook,14.0,1920x1080,4,Windows,1.54,0,0,Intel Core i5,0,500,0,Intel,92789.1
781,Asus,Gaming,17.3,1920x1080,16,Windows,4.3,0,1,Intel Core i7,1256,1000,0,Nvidia,211500.0
1128,Lenovo,Gaming,15.6,1920x1080,8,No ,2.4,0,1,Intel Core i5,1128,1000,0,Nvidia,89010.0
456,Dell,Notebook,17.3,1920x1080,8,Windows,4.42,0,1,Intel Core i7,0,1000,0,Nvidia,184140.0
168,Acer,Notebook,17.3,1920x1080,8,Windows,3.0,0,1,Intel Core i5,256,0,0,Nvidia,76860.0
22,HP,Notebook,15.6,1366x768,4,No ,1.86,0,0,AMD processor,0,500,0,AMD,23220.0
527,Lenovo,Notebook,15.6,1366x768,8,No ,2.2,0,0,Intel Core i3,0,2000,0,Nvidia,41310.0
1110,HP,Notebook,13.3,3200x1800,8,Windows,1.16,1,0,Other Intel,256,0,0,Intel,152910.0
1260,Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.8,1,0,Intel Core i5,128,0,0,Intel,74970.9
1281,Dell,Notebook,15.6,1366x768,8,Linux,2.3,0,0,Intel Core i7,0,1000,0,AMD,72539.1
884,Dell,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,33210.0
124,Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD processor,256,0,0,AMD,40590.0
583,Dell,Notebook,15.6,1920x1080,16,Windows,1.93,0,0,Intel Core i7,256,0,0,Nvidia,138365.1
250,Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.08,1,1,Intel Core i7,0,1000,0,Intel,73710.0
1173,Lenovo,Notebook,15.6,1366x768,4,No ,2.1,0,0,Intel Core i5,0,500,0,Intel,35820.0
1216,Acer,Notebook,17.3,1600x900,4,Windows,3.3,0,0,Intel Core i3,0,1000,0,Nvidia,53820.0
1294,HP,Notebook,15.6,1920x1080,6,Windows,2.04,0,0,AMD processor,0,0,0,AMD,49499.1
128,Dell,Notebook,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,2256,2000,0,AMD,125640.0
1072,HP,Ultrabook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i5,256,0,0,Intel,107910.0
645,Lenovo,Notebook,14.0,1366x768,4,Windows,1.43,0,0,Other Intel,0,0,32,Intel,24660.0
588,Lenovo,Notebook,15.6,1366x768,12,Windows,2.2,1,0,Intel Core i7,0,1000,0,Intel,54810.0
165,MSI,Gaming,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,1256,1000,0,Nvidia,161910.0
995,Asus,Notebook,13.3,3200x1800,8,Windows,1.4,0,0,Intel Core i5,256,0,0,Intel,103500.0
