,Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,SSD,HDD,FlashStorage,Gpu_brand,Price
692,HP,Workstation,17.3,1920x1080,8,Windows,3.14,0,0,Intel Core i7,0,500,0,Nvidia,171719.1
183,Toshiba,Notebook,15.6,1366x768,8,Windows,2.0,0,0,Intel Core i5,128,0,0,Intel,71370.0
347,Dell,Ultrabook,15.6,1920x1080,16,Windows,1.88,0,0,Intel Core i7,768,0,0,Intel,144716.4
806,Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,0,500,0,Intel,70200.0
772,Toshiba,Notebook,14.0,1366x768,4,Windows,1.75,0,1,Intel Core i5,128,0,0,Intel,91800.0
826,Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.1,1,0,Intel Core i5,256,0,0,Intel,122220.0
817,HP,Netbook,11.6,1366x768,4,Chrome ,1.23,0,0,Other Intel,0,0,16,Intel,34650.0
655,Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,0,500,0,Intel,95760.0
311,Dell,Ultrabook,13.3,3840x2160,16,Windows,1.21,1,1,Intel Core i7,1000,0,0,Intel,224910.0
708,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.8,0,0,Intel Core i5,256,0,0,Intel,107190.0
1237,Dell,Notebook,15.6,1366x768,4,Windows,2.24,0,0,Intel Core i5,0,500,0,Intel,66330.0
624,HP,Notebook,15.6,1366x768,4,Windows,1.88,0,0,Intel Core i5,0,500,0,Intel,83880.0
1126,Lenovo,2 in 1 Convertible,10.1,1920x1200,4,Windows,0.69,1,1,Other Intel,0,0,64,Intel,43110.0
831,Lenovo,Ultrabook,14.0,2560x1440,16,Windows,1.1,0,1,Intel Core i7,512,0,0,Intel,188910.0
150,Dell,Gaming,15.6,1920x1080,16,Windows,2.56,0,0,Intel Core i7,512,0,0,Nvidia,112433.4
164,Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel,0,1000,0,Intel,31320.0
116,HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i7,512,0,0,Intel,97560.0
198,HP,Gaming,17.3,1920x1080,16,Windows,3.35,0,1,Intel Core i7,1256,1000,0,Nvidia,124110.0
431,Lenovo,Notebook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i7,256,0,0,Intel,90900.0
1151,HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,AMD processor,0,500,0,AMD,26730.0
492,Asus,Gaming,15.6,1920x1080,8,Windows,1.99,0,0,Intel Core i7,1128,1000,0,Nvidia,121500.0
397,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.9,0,1,Intel Core i5,256,0,0,Intel,84420.0
815,Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.32,0,0,Intel Core i7,256,0,0,Intel,167310.0
275,Dell,Notebook,15.6,1366x768,12,Windows,2.3,0,0,Intel Core i7,0,1000,0,Intel,64176.3
37,Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,1,Intel Core i5,1128,1000,0,AMD,88110.0
771,Samsung,2 in 1 Convertible,15.0,1920x1080,16,Windows,1.71,1,0,Intel Core i7,256,0,0,AMD,161910.0
57,Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i5,256,0,0,Intel,52757.100000000006
484,Lenovo,Notebook,15.6,1366x768,4,Windows,2.3,0,0,Intel Core i3,128,0,0,Intel,50850.0
368,Dell,Notebook,15.6,1920x1080,8,Windows,2.33,0,0,Intel Core i7,256,0,0,AMD,80910.0
886,Dell,Notebook,15.6,1366x768,4,Linux,2.18,0,0,Intel Core i3,0,1000,0,AMD,41013.0
227,Asus,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i5,256,0,0,Nvidia,69210.0
1175,Asus,Notebook,14.0,1920x1080,4,Windows,2.0,0,0,Intel Core i3,256,0,0,Intel,69210.0
411,Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.7,0,1,Intel Core i7,512,0,0,Nvidia,174870.0
776,Lenovo,Notebook,15.6,3840x2160,16,Windows,2.5,0,0,Intel Core i7,512,0,0,Nvidia,213300.0
819,Dell,Notebook,14.0,1366x768,4,Windows,1.76,0,0,Intel Core i5,0,500,0,Intel,67950.0
1115,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.23,0,0,Intel Core i7,256,0,0,Intel,124110.0
1043,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i5,256,0,0,Intel,94464.0
901,Asus,Gaming,17.3,1920x1080,32,Windows,3.58,0,1,Intel Core i7,512,0,0,Nvidia,115110.0
1242,Acer,Notebook,15.6,1366x768,4,Linux,2.4,0,0,Intel Core i3,0,500,0,Intel,32562.0
252,Asus,Notebook,15.6,1366x768,4,Windows,1.68,0,0,AMD processor,0,1000,0,AMD,42210.0
683,HP,Notebook,17.3,1920x1080,4,Windows,2.5,0,1,Intel Core i3,256,0,0,AMD,62910.0
595,Lenovo,Notebook,15.6,1366x768,8,Windows,2.29,0,0,Intel Core i3,0,1000,0,Intel,41310.0
1065,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.29,0,0,Intel Core i7,256,0,0,Intel,131220.0
40,Asus,Notebook,15.6,1920x1080,4,Linux,2.0,0,0,Intel Core i3,0,1000,0,Intel,35010.0
916,HP,Notebook,13.3,1920x1080,8,Windows,1.49,0,0,Intel Core i5,256,0,0,Intel,86400.0
1046,HP,Notebook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i5,256,0,0,Intel,132210.0
382,Asus,Gaming,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i7,1128,1000,0,Nvidia,148950.0
541,Dell,Notebook,14.0,1920x1080,4,Windows,1.6,0,0,Intel Core i3,128,0,0,Intel,66228.3
572,HP,Notebook,15.6,1920x1080,6,Windows,1.95,0,1,AMD processor,256,0,0,AMD,58410.0
984,Toshiba,Notebook,14.0,1366x768,4,Windows,1.75,0,0,Intel Core i5,0,500,0,Intel,82350.0
526,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,71910.0
100,HP,Notebook,15.6,1920x1080,8,Windows,1.91,0,0,Intel Core i7,256,0,0,AMD,64710.0
452,HP,Workstation,15.6,1920x1080,8,Windows,2.31,0,1,Intel Core i7,512,0,0,Intel,138060.0
125,HP,Notebook,15.6,1366x768,4,No ,1.86,0,0,Other Intel,0,500,0,Intel,23310.0
547,Lenovo,Notebook,15.6,1920x1080,4,No ,2.15,0,0,Intel Core i5,0,1000,0,Intel,41611.5
201,Lenovo,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i5,128,0,0,Intel,44370.0
710,Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1128,1000,0,Nvidia,112410.0
285,Acer,Notebook,15.6,1920x1080,12,Windows,2.15,1,1,Intel Core i7,0,1000,0,Intel,59310.0
257,HP,Notebook,17.3,1920x1080,16,Windows,2.9,0,1,Intel Core i7,0,1000,0,Nvidia,95310.0
722,Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.32,0,1,Intel Core i5,256,0,0,Intel,134910.0
580,Mediacom,Notebook,14.0,1920x1080,4,Windows,1.45,0,1,Other Intel,32,0,0,Intel,35010.0
697,Asus,2 in 1 Convertible,12.5,1920x1080,4,Chrome ,1.2,1,0,Other Intel,0,0,64,Intel,60210.0
148,MSI,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1256,1000,0,Nvidia,182610.0
732,HP,Notebook,15.6,1920x1080,6,Windows,2.1,0,0,AMD processor,1128,1000,0,AMD,58500.0
14,Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel,256,0,0,Intel,113616.0
157,Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.1,1,0,Intel Core i5,256,0,0,Intel,118350.0
953,Asus,2 in 1 Convertible,12.5,1920x1080,8,Chrome ,1.2,0,0,Other Intel,0,0,64,Intel,104310.0
24,HP,Ultrabook,15.6,1920x1080,8,Windows,1.91,0,0,Intel Core i7,256,0,0,Intel,59310.0
1032,MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1128,1000,0,Nvidia,107262.0
891,HP,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.42,1,0,Intel Core i7,256,0,0,Intel,125910.0
281,Dell,Notebook,15.6,1920x1080,4,Linux,2.25,0,0,Intel Core i3,0,1000,0,AMD,38520.0
480,Dell,Notebook,15.6,1920x1080,8,Windows,2.16,0,1,Intel Core i7,512,0,0,Nvidia,113580.0
170,Huawei,Ultrabook,13.0,2160x1440,8,Windows,1.05,0,1,Intel Core i5,256,0,0,Intel,121410.0
1153,Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i7,0,1000,0,Nvidia,107910.0
338,Asus,Notebook,15.6,1366x768,4,Linux,2.0,0,0,Other Intel,0,1000,0,Intel,24749.1
879,HP,Notebook,15.6,1920x1080,4,Windows,2.04,0,0,Intel Core i5,256,0,0,Intel,75510.0
947,Lenovo,Notebook,15.6,1920x1080,8,No ,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,61650.0
1041,Vero,Notebook,14.0,1366x768,2,Windows,1.45,0,0,Other Intel,0,0,32,Intel,18972.0
597,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.7,0,1,Intel Core i5,256,0,0,Intel,132660.0
498,Lenovo,Notebook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i3,256,0,0,Intel,85410.0
184,Xiaomi,Notebook,15.6,1920x1080,8,No ,1.95,0,1,Intel Core i5,256,0,0,Nvidia,107910.0
155,HP,Notebook,15.6,1920x1080,6,Windows,1.91,0,0,Intel Core i5,256,0,0,AMD,55710.0
28,Dell,Ultrabook,15.6,1920x1080,8,Windows,1.88,0,0,Intel Core i7,512,0,0,Intel,116820.0
190,Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.42,1,0,Intel Core i7,1000,0,0,Intel,254160.0
537,HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,Other Intel,256,0,0,Intel,35909.1
453,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.65,0,0,Intel Core i5,256,0,0,Intel,121050.0
1094,HP,Netbook,12.5,1366x768,4,Windows,2.4,0,0,Intel Core i5,128,0,0,Intel,143910.0
114,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.21,0,1,Intel Core i5,256,0,0,Intel,146610.0
244,Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.38,1,1,Intel Core i7,256,0,0,Intel,97110.0
612,Dell,Notebook,15.6,1366x768,4,Linux,2.18,0,0,Intel Core i3,0,1000,0,Intel,39951.0
874,Samsung,Ultrabook,15.0,1920x1080,16,Windows,1.23,0,0,Intel Core i7,256,0,0,Nvidia,166410.0
91,Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,62010.0
688,HP,Notebook,17.3,1920x1080,6,Windows,2.65,0,1,AMD processor,0,2000,0,AMD,51210.0
876,Asus,Notebook,15.6,1366x768,4,Linux,2.0,0,0,Other Intel,0,1000,0,Intel,35909.1
1108,HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,AMD processor,0,1000,0,AMD,35820.0
1074,Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.3,1,1,Intel Core i7,256,0,0,Intel,154214.1
951,Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i7,256,0,0,Intel,159750.0
141,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.75,0,1,Intel Core i5,256,0,0,AMD,100441.8
1030,HP,Notebook,14.0,1366x768,4,Windows,1.64,0,0,Intel Core i5,256,0,0,Intel,87570.0
678,LG,Ultrabook,15.6,1920x1080,8,Windows,1.09,0,1,Intel Core i7,512,0,0,Intel,206910.0
987,Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1128,1000,0,Nvidia,107010.0
72,Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,256,0,0,AMD,78300.0
967,HP,Notebook,15.6,1920x1080,4,Windows,2.04,0,0,Intel Core i3,0,500,0,Intel,61650.0
1056,HP,Notebook,15.6,1366x768,4,No ,1.96,0,0,Intel Core i5,0,500,0,Intel,44910.0
87,HP,Notebook,15.6,1920x1080,8,Windows,1.96,0,0,Intel Core i5,256,0,0,Intel,53909.1
225,Acer,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,256,0,0,Nvidia,74880.0
844,HP,Ultrabook,14.0,1920x1080,8,Windows,1.54,0,0,Intel Core i7,512,0,0,Intel,168300.0
360,HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i3,0,500,0,Intel,39510.0
320,HP,Notebook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i7,256,0,0,Intel,116280.0
603,MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1128,1000,0,Nvidia,197910.0
770,Dell,Notebook,15.6,1920x1080,16,Windows,2.3,0,0,Intel Core i7,256,0,0,AMD,106314.3
1162,HP,Gaming,15.6,1920x1080,8,Windows,2.62,0,1,Intel Core i7,0,1000,0,Nvidia,80910.0
1157,Lenovo,Ultrabook,14.0,1920x1080,12,Windows,1.4,0,0,Intel Core i7,512,0,0,Intel,206910.0
440,Lenovo,Notebook,17.3,1600x900,8,Windows,2.8,0,0,AMD processor,0,1000,0,AMD,46710.0
473,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.42,1,0,Intel Core i5,256,0,0,Intel,165766.5
807,HP,Notebook,15.6,1366x768,8,Windows,2.04,0,0,AMD processor,0,2000,0,AMD,56610.0
625,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,80910.0
1125,Lenovo,2 in 1 Convertible,14.0,1920x1080,8,Windows,1.8,1,1,Intel Core i7,256,0,0,Intel,150210.0
694,Toshiba,Notebook,13.3,1920x1080,8,Windows,1.5,0,1,Intel Core i5,256,0,0,Intel,87570.0
249,Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,512,0,0,Intel,183600.0
21,Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i5,1128,1000,0,Nvidia,89910.0
685,Dell,Gaming,15.6,1920x1080,16,Windows,3.49,0,0,Intel Core i7,1256,1000,0,Nvidia,253237.5
1133,HP,Ultrabook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,256,0,0,Intel,67680.0
402,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i5,1256,1000,0,AMD,103005.0
687,Dell,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i3,0,1000,0,AMD,49110.3
220,Dell,Notebook,15.6,1920x1080,8,Linux,2.2,0,0,Intel Core i5,256,0,0,AMD,60961.5
447,Dell,Workstation,15.6,1920x1080,8,Windows,2.23,0,0,Other Intel,0,1000,64,Nvidia,179370.0
214,Huawei,Ultrabook,13.0,2160x1440,8,Windows,1.05,0,1,Intel Core i7,512,0,0,Intel,134910.0
199,HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i7,256,0,0,Nvidia,94050.0
478,Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,0,1000,0,AMD,60750.0
1122,HP,Notebook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i5,256,0,0,Intel,136170.0
115,HP,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.26,1,1,Intel Core i5,256,0,0,Intel,125909.1
652,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,130491.0
265,Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.67,1,0,Intel Core i5,256,0,0,Intel,71910.0
1202,Dell,2 in 1 Convertible,15.6,1920x1080,16,Windows,2.0,1,0,Intel Core i7,512,0,0,Intel,115650.0
908,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.6,0,1,Intel Core i5,1128,1000,0,Nvidia,71010.0
196,Razer,Gaming,17.3,3840x2160,32,Windows,3.49,1,0,Intel Core i7,1000,0,0,Nvidia,548910.0
378,Asus,Notebook,14.0,1366x768,4,Windows,1.5,0,0,Other Intel,0,0,32,Intel,25740.0
166,Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel,0,1000,0,Intel,32715.9
965,Dell,Notebook,15.6,1366x768,4,Linux,2.25,0,0,Intel Core i3,0,1000,0,AMD,41905.8
855,Dell,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,128,0,0,Intel,85050.0
437,Google,Ultrabook,12.3,2400x1600,16,Chrome ,1.1,1,0,Intel Core i7,512,0,0,Intel,197910.0
1250,Dell,Notebook,15.6,1366x768,4,Linux,2.2,0,0,Other Intel,0,500,0,Intel,29160.0
424,Dell,Gaming,17.3,2560x1440,16,Windows,4.42,0,1,Intel Core i7,1256,1000,0,Nvidia,251910.0
801,Asus,Notebook,15.6,1920x1080,8,Windows,2.37,0,0,Intel Core i5,256,0,0,Intel,98910.0
863,Lenovo,Gaming,15.6,1920x1080,8,No ,2.5,0,1,Intel Core i5,0,1000,0,Nvidia,91530.0
883,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,0,1000,0,Nvidia,60210.0
67,HP,Notebook,14.0,1366x768,4,Windows,1.44,0,0,Other Intel,32,0,0,Intel,20610.0
280,Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i7,1128,1000,0,Nvidia,77310.0
376,Lenovo,Netbook,11.6,1366x768,4,Windows,1.59,0,1,Other Intel,128,0,0,Intel,49770.0
384,Asus,Ultrabook,13.3,1920x1080,16,Windows,1.1,1,0,Intel Core i7,512,0,0,Intel,157401.0
1024,Dell,Notebook,15.6,1920x1080,8,Windows,2.09,0,0,Intel Core i5,0,500,0,Intel,94179.6
180,Dell,Notebook,15.6,1920x1080,16,Linux,2.02,0,0,Intel Core i7,2256,2000,0,AMD,94410.0
7,Apple,Ultrabook,13.3,1440x900,8,Mac,1.34,0,0,Intel Core i5,0,0,256,Intel,104283.0
513,Dell,Notebook,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,2256,2000,0,AMD,109731.6
1228,Lenovo,Gaming,15.6,1920x1080,16,Windows,2.6,1,1,Intel Core i7,1128,1000,0,Nvidia,92610.0
372,Asus,Gaming,17.3,1920x1080,16,Windows,3.25,0,1,AMD processor,1256,1000,0,AMD,197910.0
1196,Lenovo,Notebook,15.6,1366x768,4,No ,1.9,0,0,Intel Core i3,0,1000,0,AMD,33120.0
1268,HP,Netbook,11.6,1366x768,2,Windows,1.17,0,0,Other Intel,0,0,32,Intel,18810.0
1265,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.6,0,1,Intel Core i7,0,1000,0,Nvidia,80910.0
1137,Dell,Notebook,15.6,1366x768,8,Windows,2.5,0,0,Intel Core i5,0,1000,0,AMD,70560.0
1004,Toshiba,Notebook,13.3,1920x1080,4,Windows,1.2,0,0,Intel Core i5,128,0,0,Intel,107550.0
1135,Lenovo,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,0,0,0,AMD,98910.0
641,HP,Notebook,17.0,1600x900,8,Windows,2.6,0,0,AMD processor,0,1000,0,AMD,46881.0
315,Dell,Notebook,15.6,1920x1080,8,Windows,2.33,0,0,Intel Core i5,1128,1000,0,AMD,75960.0
119,Asus,Notebook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i7,256,0,0,Nvidia,100620.0
611,Dell,Gaming,15.6,1920x1080,16,Windows,2.59,0,0,Intel Core i7,0,1000,0,Nvidia,79110.9
451,Dell,Workstation,15.6,1920x1080,16,Windows,2.17,0,1,Intel Core i7,256,0,0,Nvidia,177750.0
92,HP,Notebook,13.3,1920x1080,16,Windows,1.49,0,0,Intel Core i7,512,0,0,Intel,107730.0
918,Dell,Gaming,15.6,1920x1080,16,Windows,2.6,0,0,Intel Core i7,1128,1000,0,Nvidia,121410.0
19,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.22,1,1,Intel Core i5,128,0,0,Intel,88110.0
322,Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i7,256,0,0,Intel,98460.0
1188,Dell,Ultrabook,13.3,3200x1800,8,Linux,1.23,1,0,Intel Core i5,256,0,0,Intel,98910.0
1272,Lenovo,Notebook,14.0,1366x768,2,Windows,1.5,0,0,Other Intel,0,0,64,Intel,20610.0
104,Microsoft,Ultrabook,13.5,2256x1504,8,Windows,1.252,1,0,Intel Core i5,256,0,0,Intel,120600.0
996,HP,Ultrabook,13.3,1920x1080,8,Windows,1.11,1,1,Intel Core i7,256,0,0,Intel,121410.0
723,Dell,Gaming,17.3,3840x2160,32,Windows,4.36,0,0,Intel Core i7,2000,1000,0,Nvidia,329346.0
346,HP,Notebook,14.0,1366x768,2,Windows,1.44,0,0,Other Intel,0,0,32,Intel,25110.0
1109,Asus,Gaming,15.6,1920x1080,16,Windows,2.59,0,1,Intel Core i7,1128,1000,0,Nvidia,120510.0
910,Dell,Notebook,14.0,1920x1080,8,Windows,1.6,0,0,Intel Core i5,256,0,0,Intel,108450.0
312,MSI,Gaming,15.6,1920x1080,16,Windows,2.8,0,1,Intel Core i7,1256,1000,0,Nvidia,188910.0
791,Vero,Notebook,14.0,1920x1080,4,Windows,1.22,0,0,Other Intel,0,0,32,Intel,18261.0
1077,MSI,Gaming,17.3,1920x1080,16,Windows,3.78,0,0,Intel Core i7,1256,1000,0,Nvidia,224910.0
729,HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,AMD processor,0,1000,0,AMD,44010.0
495,Lenovo,Ultrabook,12.5,1366x768,8,Windows,1.3,0,1,Intel Core i5,180,0,0,Intel,98910.0
784,Lenovo,Ultrabook,14.0,1920x1080,16,Windows,1.7,0,0,Intel Core i7,512,0,0,Intel,206910.0
1298,Lenovo,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.8,1,1,Intel Core i7,128,0,0,Intel,57420.0
933,Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.3,1,1,Intel Core i7,1000,0,0,Intel,161910.0
332,Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i7,1256,1000,0,Intel,120060.0
216,Lenovo,Notebook,17.3,1600x900,8,No ,2.8,0,0,Intel Core i5,0,1000,0,Nvidia,53010.0
406,Toshiba,Ultrabook,13.3,1920x1080,16,Windows,1.2,0,0,Intel Core i7,512,0,0,Intel,157230.0
1161,MSI,Gaming,14.0,1920x1080,16,Windows,1.7,0,0,Intel Core i7,1256,1000,0,Nvidia,159210.0
582,HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,0,Intel Core i3,128,0,0,Intel,64710.0
1146,HP,Ultrabook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,256,0,0,Intel,206725.5
956,Dell,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.24,1,0,Intel Core i5,256,0,0,Intel,170910.0
499,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,256,0,0,Intel,81990.0
813,Dell,Notebook,15.6,1920x1080,8,Windows,1.98,0,0,Intel Core i7,0,1000,0,Nvidia,86490.0
915,Lenovo,Notebook,13.3,1920x1080,4,Windows,1.44,0,0,Intel Core i5,128,0,0,Intel,79290.0
39,HP,Notebook,15.6,1920x1080,8,Windows,2.1,0,0,Intel Core i5,256,0,0,Nvidia,79110.0
189,Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i7,1128,1000,0,AMD,97650.0
4,Apple,Ultrabook,13.3,2560x1600,8,Mac,1.37,0,1,Intel Core i5,256,0,0,Intel,162324.0
239,Acer,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i5,256,0,0,Nvidia,76140.0
880,HP,2 in 1 Convertible,13.3,1920x1080,4,Windows,1.28,1,0,Intel Core i5,256,0,0,Intel,153000.0
557,Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i7,1128,1000,0,Nvidia,85410.0
1131,Lenovo,2 in 1 Convertible,14.0,1920x1080,8,Windows,1.8,1,1,Intel Core i7,512,0,0,Nvidia,184534.2
1028,Dell,Ultrabook,13.3,3200x1800,8,Windows,1.29,1,0,Intel Core i5,256,0,0,Intel,146160.0
900,Dell,2 in 1 Convertible,13.3,3200x1800,8,Windows,1.24,1,0,Intel Core i7,512,0,0,Intel,181179.0
191,Vero,Notebook,14.0,1920x1080,4,Windows,1.3,0,1,Other Intel,0,0,32,Intel,23400.0
