,Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,SSD,HDD,FlashStorage,Gpu_brand,Price
101,HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,AMD processor,0,500,0,AMD,31410.0
1016,HP,Notebook,15.6,1366x768,4,Windows,2.04,0,0,Intel Core i3,256,0,0,Intel,69299.1
663,HP,Notebook,15.6,1920x1080,6,Windows,2.04,0,0,Intel Core i3,0,1000,0,AMD,48510.0
112,Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i5,256,0,0,Intel,125910.0
449,Microsoft,Ultrabook,13.5,2256x1504,16,Windows,1.25,1,0,Intel Core i7,512,0,0,Intel,233010.0
1215,Acer,Netbook,11.6,1366x768,2,Chrome ,1.3,0,0,Other Intel,32,0,0,Intel,15660.0
263,Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i5,0,1000,0,Intel,59130.0
1097,MSI,Gaming,17.3,1920x1080,8,Windows,2.6,0,0,Intel Core i7,256,0,0,Nvidia,143910.0
657,Dell,Notebook,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,2256,2000,0,AMD,102150.0
1273,HP,Notebook,15.6,1366x768,6,Windows,2.19,0,0,Intel Core i7,0,1000,0,AMD,68760.0
117,Dell,Notebook,15.6,1920x1080,8,Windows,2.16,0,1,Intel Core i7,1256,1000,0,Nvidia,101729.7
287,Asus,Ultrabook,15.6,1920x1080,8,Windows,1.7,0,0,Intel Core i5,256,0,0,Nvidia,87930.0
782,Toshiba,Ultrabook,14.0,1920x1080,16,Windows,1.47,0,1,Intel Core i7,512,0,0,Nvidia,158760.0
739,Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,Intel Core i3,0,500,0,Intel,36972.0
377,Dell,Notebook,15.6,1366x768,4,Windows,1.8,0,0,Other Intel,0,500,0,Intel,27810.0
111,Dell,Ultrabook,13.3,3200x1800,8,Windows,1.23,1,0,Intel Core i7,256,0,0,Intel,124110.0
840,Asus,Gaming,17.3,1920x1080,16,Windows,2.73,0,0,Intel Core i7,1512,1000,0,Nvidia,161910.0
921,HP,Ultrabook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,256,0,0,AMD,116729.1
427,Dell,Ultrabook,14.0,1920x1080,8,Linux,1.6,0,0,Intel Core i7,256,0,0,Intel,98910.0
393,MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,256,0,0,Nvidia,121410.0
1195,HP,Notebook,15.6,1920x1080,12,Windows,2.21,0,1,Intel Core i7,1128,1000,0,Nvidia,119430.0
89,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.21,0,1,Intel Core i7,256,0,0,Intel,148410.0
869,Dell,Workstation,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i7,0,1000,0,Nvidia,160020.0
1118,Toshiba,Ultrabook,13.3,1920x1080,16,Windows,1.05,0,0,Intel Core i7,512,0,0,Intel,200340.0
717,Lenovo,Notebook,15.6,1366x768,4,Windows,2.19,0,0,AMD processor,0,500,0,AMD,26820.0
651,Acer,Gaming,15.6,1920x1080,8,Linux,2.4,0,0,Intel Core i5,0,1000,0,Nvidia,63810.0
1211,Asus,Notebook,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,1128,1000,0,Nvidia,157410.0
668,Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,256,0,0,Intel,113220.0
149,Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,0,1000,0,Intel,40230.0
1039,HP,Notebook,14.0,1920x1080,8,Windows,1.64,0,0,Intel Core i5,256,0,0,Intel,90945.9
794,Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel,0,0,512,Intel,104850.0
253,Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.37,1,1,Intel Core i7,512,0,0,Intel,166410.0
1140,Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,2.8,1,1,Intel Core i7,512,0,0,Intel,219600.0
314,Asus,2 in 1 Convertible,11.6,1366x768,2,Windows,1.1,1,0,Other Intel,0,0,32,Intel,24750.0
291,Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i7,0,1000,0,Nvidia,106830.0
758,Dell,Gaming,15.6,3840x2160,16,Windows,4.42,0,1,Intel Core i7,1256,1000,0,Nvidia,258209.1
403,Acer,Notebook,15.6,1920x1080,8,Linux,2.5,0,0,Intel Core i7,256,0,0,Nvidia,79110.0
788,Acer,Gaming,17.3,1920x1080,16,Windows,4.2,0,1,Intel Core i7,1256,1000,0,Nvidia,206910.0
944,Lenovo,2 in 1 Convertible,11.3,1920x1080,8,Windows,1.1,1,1,Other Intel,256,0,0,Intel,116910.0
103,HP,Ultrabook,13.3,1920x1080,8,Windows,1.38,0,1,Intel Core i7,256,0,0,Nvidia,100710.0
760,Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1128,1000,0,Nvidia,94320.0
553,HP,Notebook,17.3,1600x900,8,Windows,2.65,0,0,Intel Core i3,0,1000,0,Intel,48973.5
985,Dell,Notebook,15.6,1366x768,4,Windows,2.25,0,0,Intel Core i5,0,500,0,AMD,53910.0
579,Dell,Notebook,15.6,1920x1080,8,Linux,2.2,0,0,Intel Core i7,256,0,0,AMD,67410.9
650,Asus,Gaming,17.3,1920x1080,32,Windows,3.8,0,1,Intel Core i7,512,0,0,Nvidia,251910.0
350,Dell,Notebook,15.6,3840x2160,16,Windows,2.06,1,0,Intel Core i7,512,0,0,Nvidia,182467.8
825,Toshiba,Notebook,14.0,1366x768,4,Windows,1.75,0,0,Other Intel,128,0,0,Intel,44910.0
342,HP,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i3,0,1000,0,Nvidia,64440.0
439,Asus,Notebook,15.6,1920x1080,4,Linux,2.0,0,0,Intel Core i5,256,0,0,Intel,50310.0
757,HP,Workstation,15.6,1920x1080,8,Windows,2.59,0,0,Intel Core i7,256,0,0,Nvidia,140490.0
1063,Dell,Notebook,15.6,1920x1080,16,Windows,2.32,0,0,Intel Core i7,0,2000,0,AMD,89099.1
324,Acer,Notebook,15.6,1366x768,8,Windows,2.2,0,0,AMD processor,256,0,0,AMD,59310.0
6,Apple,Ultrabook,15.4,2880x1800,16,Mac,2.04,0,1,Intel Core i7,0,0,256,Intel,192597.3
1022,HP,Notebook,13.3,1920x1080,8,Windows,1.11,0,1,Intel Core i5,256,0,0,Intel,103410.0
319,Acer,Notebook,11.6,1366x768,4,Windows,1.4,0,0,Other Intel,0,0,128,Intel,43650.0
476,Dell,Workstation,15.6,1920x1080,8,Windows,1.78,0,0,Intel Core i7,256,0,0,Nvidia,216720.0
296,Acer,Notebook,15.6,1920x1080,8,Linux,2.5,0,0,Intel Core i7,256,0,0,Nvidia,88110.0
1058,Dell,2 in 1 Convertible,13.3,1920x1080,12,Windows,1.6,1,1,Intel Core i7,256,0,0,Intel,116910.0
1035,HP,Ultrabook,12.5,1920x1080,8,Windows,1.26,0,0,Intel Core i7,256,0,0,Intel,121410.0
561,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.05,0,0,Intel Core i3,128,0,0,Intel,56700.0
545,HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,128,0,0,Intel,63495.0
506,Asus,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,1256,1000,0,Intel,110160.0
186,Dell,Notebook,15.6,3840x2160,16,Windows,2.06,1,0,Intel Core i7,512,0,0,Nvidia,215730.0
282,Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i5,256,0,0,Nvidia,74610.0
887,Asus,Gaming,17.3,1920x1080,12,Windows,2.2,0,0,Intel Core i5,1128,1000,0,Nvidia,123291.0
133,Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,256,0,0,Nvidia,51480.0
609,Acer,Notebook,14.0,1366x768,4,Windows,1.6,0,0,Other Intel,0,0,128,Intel,31410.0
73,MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i5,1128,1000,0,Nvidia,98550.0
144,HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,AMD processor,256,0,0,AMD,33210.0
735,Lenovo,Notebook,15.6,1920x1080,4,Windows,1.85,0,0,Intel Core i7,0,1000,0,Intel,70110.0
720,Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.17,0,1,Intel Core i7,512,0,0,Intel,151797.6
1079,HP,Notebook,15.6,1920x1080,4,Windows,2.31,0,0,Intel Core i5,0,500,0,Intel,84600.0
302,Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i5,0,1000,0,Nvidia,58410.0
407,Dell,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,0,Intel Core i7,512,0,0,Intel,151200.0
752,Asus,Notebook,15.6,1366x768,4,No ,2.45,0,0,Intel Core i5,0,1000,0,Nvidia,52110.0
566,Dell,Notebook,15.6,1366x768,4,Windows,1.93,0,0,Intel Core i5,0,500,0,Intel,86310.0
1018,Toshiba,Notebook,14.0,1920x1080,8,Windows,1.47,0,1,Intel Core i5,256,0,0,Intel,134100.0
1012,HP,Notebook,14.0,1920x1080,4,Windows,1.48,0,0,Intel Core i5,256,0,0,Intel,143100.0
234,Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.6,1,1,Intel Core i5,256,0,0,Intel,62010.0
981,Toshiba,Notebook,13.3,1920x1080,4,Windows,1.2,0,0,Intel Core i5,128,0,0,Intel,107550.0
1104,Lenovo,Gaming,15.6,1920x1080,16,Windows,2.4,0,0,Intel Core i7,512,0,0,Nvidia,107910.0
464,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.67,0,0,Intel Core i7,256,0,0,Nvidia,188100.0
1141,MSI,Gaming,15.6,1920x1080,8,Windows,2.4,0,0,Intel Core i7,1128,1000,0,Nvidia,102852.0
396,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.1,0,1,Intel Core i7,256,0,0,AMD,110660.4
1163,Lenovo,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i3,0,1000,0,Intel,41310.0
392,Acer,Notebook,15.6,1366x768,12,Windows,2.2,0,1,Intel Core i5,0,1000,0,Nvidia,62459.1
842,HP,Notebook,17.3,1600x900,8,Windows,2.63,0,0,Intel Core i5,0,1000,0,Nvidia,81900.0
811,MSI,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1512,1000,0,Nvidia,217350.0
1243,Dell,2 in 1 Convertible,17.3,1920x1080,16,Windows,2.77,1,0,Intel Core i7,512,0,0,Nvidia,161910.0
1130,HP,Notebook,15.6,1366x768,8,Windows,2.04,0,0,Intel Core i7,0,2000,0,Intel,56610.0
1168,HP,Notebook,14.0,1366x768,2,Windows,1.44,0,0,Other Intel,0,0,32,Intel,22410.0
946,Dell,Ultrabook,12.5,1920x1080,8,Windows,1.36,1,0,Intel Core i5,256,0,0,Intel,132498.0
799,Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i3,256,0,0,AMD,66510.0
753,Lenovo,Ultrabook,14.0,1920x1080,4,Windows,1.7,0,0,Intel Core i5,180,0,0,Intel,98640.0
269,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.05,0,0,Intel Core i7,256,0,0,Intel,79200.0
754,Asus,Notebook,15.6,1366x768,4,Windows,2.37,0,0,Intel Core i7,256,0,0,Intel,76491.0
556,Mediacom,Notebook,13.3,1920x1080,4,Windows,1.35,0,1,Other Intel,0,0,32,Intel,22950.0
740,Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,1128,1000,0,Nvidia,108630.0
325,Lenovo,Notebook,14.0,1366x768,4,Windows,1.44,0,0,Other Intel,0,0,32,Intel,26280.0
912,Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,Intel Core i7,256,0,0,Nvidia,71010.0
455,Dell,2 in 1 Convertible,11.6,1366x768,4,Windows,1.47,1,0,Other Intel,0,500,0,Intel,43110.0
345,Lenovo,Gaming,15.6,1920x1080,16,Windows,2.4,0,1,Intel Core i7,2256,2000,0,Nvidia,101610.0
858,Dell,Notebook,13.3,1920x1080,8,Windows,1.62,1,0,Intel Core i5,0,1000,0,Intel,58410.0
94,Asus,Ultrabook,14.0,1920x1080,8,Windows,1.25,0,0,Intel Core i7,256,0,0,Intel,94410.0
461,Acer,Netbook,11.6,1366x768,4,Windows,1.4,0,0,Other Intel,128,0,0,Intel,39150.0
585,MSI,Gaming,17.3,1920x1080,16,Windows,4.5,0,0,Intel Core i7,1128,1000,0,Nvidia,211410.0
868,Acer,Notebook,14.0,1920x1080,8,Windows,1.56,0,1,Intel Core i5,256,0,0,Intel,81180.0
533,Mediacom,Notebook,13.3,1920x1080,4,Windows,1.2,0,1,Other Intel,32,0,0,Intel,33210.0
540,Dell,Ultrabook,13.3,3200x1800,8,Windows,1.2,1,0,Intel Core i7,256,0,0,Intel,125910.0
531,Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,0,500,0,Intel,77400.0
1166,Lenovo,Notebook,15.6,1920x1080,8,Windows,1.95,0,1,Intel Core i5,256,0,0,Intel,125100.0
483,Chuwi,Notebook,15.6,1920x1080,4,Windows,1.89,0,0,Other Intel,0,0,64,Intel,22401.0
892,Samsung,Ultrabook,15.0,1920x1080,8,Windows,1.17,0,0,Intel Core i7,256,0,0,Intel,152910.0
1229,MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1128,1000,0,Nvidia,103410.0
660,Dell,Notebook,14.0,1920x1080,8,Windows,1.56,0,0,Intel Core i5,256,0,0,Intel,110610.0
44,Dell,2 in 1 Convertible,17.3,1920x1080,12,Windows,2.77,1,0,Intel Core i5,0,1000,0,Nvidia,89910.0
635,Asus,Notebook,15.6,1920x1080,8,Windows,1.99,0,0,Intel Core i5,0,1000,0,Nvidia,81595.8
341,Lenovo,Notebook,15.6,1920x1080,12,Windows,2.2,0,0,AMD processor,0,2000,0,AMD,80910.0
787,Lenovo,Gaming,15.6,1920x1080,4,Windows,2.4,0,1,Intel Core i7,0,1000,0,Nvidia,89910.0
391,Asus,Gaming,17.3,1920x1080,16,Windows,3.0,0,0,Intel Core i7,1256,1000,0,Nvidia,143190.0
366,Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i5,1128,1000,0,AMD,97650.0
859,Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i3,0,1000,0,Intel,42210.0
38,HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,0,1000,0,Intel,43982.1
271,Asus,Gaming,17.3,1920x1080,16,Windows,3.2,0,0,AMD processor,1256,1000,0,AMD,139410.0
1089,Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,AMD processor,0,500,0,AMD,34830.0
66,HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i3,0,500,0,AMD,39482.1
803,Dell,Notebook,15.6,3840x2160,8,Windows,2.06,1,0,Intel Core i5,256,0,0,Nvidia,157410.0
832,Asus,Notebook,15.6,1920x1080,4,Linux,2.1,0,0,Intel Core i5,0,1000,0,Nvidia,46710.0
31,Asus,Notebook,14.0,1366x768,2,Windows,1.65,0,0,AMD processor,0,0,32,AMD,17910.0
298,Lenovo,Notebook,15.6,1920x1080,6,Windows,2.4,0,0,AMD processor,0,1000,0,AMD,44910.0
974,Asus,Gaming,17.3,1920x1080,16,Windows,2.73,0,0,Intel Core i7,1256,1000,0,Nvidia,184491.0
80,Dell,Ultrabook,15.6,1920x1080,8,Windows,1.88,0,1,Intel Core i5,256,0,0,Intel,98654.4
1174,Lenovo,Notebook,15.6,1920x1080,8,No ,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,63810.0
357,Dell,Gaming,15.6,1920x1080,8,Windows,2.65,0,0,Intel Core i5,0,1000,0,Nvidia,89910.0
515,Asus,Netbook,11.6,1366x768,2,Windows,1.1,0,0,Other Intel,0,0,32,Intel,22050.0
514,Xiaomi,Notebook,15.6,1920x1080,16,No ,1.95,0,1,Intel Core i7,256,0,0,Nvidia,125995.5
379,Acer,Notebook,15.6,1920x1080,8,Linux,2.4,0,0,Intel Core i7,0,1000,0,Nvidia,76140.0
804,Dell,Netbook,11.6,1366x768,4,Windows,1.63,0,0,Other Intel,128,0,0,Intel,66960.0
578,MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1512,1000,0,Nvidia,245610.0
718,Mediacom,Notebook,14.0,1920x1200,4,Windows,1.4,0,1,Other Intel,0,32,0,Intel,23850.0
1208,Acer,Notebook,17.3,1600x900,8,Windows,3.3,0,0,Intel Core i3,0,1000,0,Nvidia,56610.0
130,Dell,Notebook,15.6,1366x768,8,Windows,2.36,0,0,Intel Core i5,0,1000,0,AMD,57509.1
701,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,AMD processor,256,0,0,AMD,35910.0
1219,Acer,2 in 1 Convertible,14.0,1920x1080,8,Windows,1.2,1,1,Intel Core i7,256,0,0,Intel,103410.0
162,Dell,Notebook,15.6,1920x1080,8,Windows,2.13,0,0,Intel Core i5,256,0,0,AMD,65520.0
1286,Lenovo,Notebook,14.0,1366x768,2,Windows,1.5,0,0,Other Intel,0,0,64,Intel,20610.0
618,MSI,Gaming,15.6,1920x1080,16,Windows,2.94,0,0,Intel Core i7,1256,1000,0,Nvidia,204107.4
286,Lenovo,Notebook,15.6,1920x1080,8,Windows,1.95,0,1,Intel Core i7,256,0,0,Intel,98730.0
898,Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i3,0,1000,0,AMD,55260.0
336,Dell,Ultrabook,15.6,1920x1080,8,Windows,1.9,0,1,Intel Core i5,1128,1000,0,Nvidia,94410.0
61,Dell,Ultrabook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,256,0,0,Intel,79110.0
138,Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i5,0,1000,0,Nvidia,44910.0
246,HP,Notebook,15.6,1366x768,8,Windows,2.04,1,0,Intel Core i5,0,1000,0,Intel,50310.0
236,Acer,Notebook,15.6,1366x768,4,Linux,2.1,0,0,Intel Core i3,0,1000,0,Intel,35100.0
593,Samsung,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,1128,1000,0,Nvidia,152910.0
418,Dell,Notebook,15.6,1366x768,8,Windows,2.14,0,0,Intel Core i5,0,1000,0,Intel,48595.50000000001
873,Lenovo,Notebook,13.3,1920x1080,4,Windows,1.44,0,1,Intel Core i3,180,0,0,Intel,66150.0
1235,HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,0,1000,0,Intel,43020.0
905,LG,Ultrabook,15.6,1920x1080,16,Windows,1.08,1,1,Intel Core i7,512,0,0,Intel,188910.0
129,HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i5,256,0,0,Intel,83520.0
950,HP,Workstation,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i7,8,0,0,Nvidia,202410.0
1285,Lenovo,2 in 1 Convertible,13.3,3200x1800,16,Windows,1.3,1,1,Intel Core i7,512,0,0,Intel,134910.0
35,Lenovo,Notebook,14.0,1366x768,4,Windows,1.44,0,0,Other Intel,0,0,64,Intel,22410.0
512,Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,0,1000,0,Intel,75240.0
1038,Dell,Notebook,15.6,1920x1080,8,Windows,2.09,0,0,Intel Core i5,256,0,0,Intel,95665.5
13,Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,256,0,0,AMD,44901.0
228,Asus,Notebook,17.3,1920x1080,8,Windows,2.69,0,0,Intel Core i5,756,500,0,Nvidia,80190.0
1,Apple,Ultrabook,13.3,1440x900,8,Mac,1.34,0,0,Intel Core i5,0,0,128,Intel,80904.6
381,Lenovo,Notebook,15.6,1920x1080,4,No ,1.85,0,0,Intel Core i3,128,0,0,Intel,36315.0
691,Lenovo,Notebook,14.0,1920x1080,4,Windows,1.7,0,0,Intel Core i5,256,0,0,Intel,62910.0
385,Lenovo,Ultrabook,14.0,2560x1440,8,Windows,1.13,0,1,Intel Core i7,512,0,0,Intel,205380.0
575,Mediacom,Notebook,14.0,1920x1080,4,Windows,1.4,0,0,Other Intel,32,0,0,Intel,22410.0
903,Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.13,0,1,Intel Core i7,0,0,256,Intel,184410.0
1127,HP,Ultrabook,12.5,1366x768,8,Windows,1.26,0,0,Intel Core i5,256,0,0,Intel,170550.0
528,Dell,Notebook,15.6,1920x1080,4,Windows,2.3,0,0,Intel Core i5,0,500,0,AMD,52650.0
204,Dell,Workstation,15.6,3840x2160,16,Windows,2.8,0,0,Other Intel,1256,1000,0,Nvidia,274950.0
88,Asus,Gaming,15.6,1920x1080,16,Windows,2.2,0,1,Intel Core i7,1128,1000,0,Nvidia,130410.0
636,Dell,Ultrabook,13.3,3200x1800,8,Windows,1.23,1,0,Intel Core i5,256,0,0,Intel,168210.0
937,MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1128,1000,0,Nvidia,107910.0
260,Dell,Notebook,17.3,1920x1080,8,Windows,2.8,0,0,Intel Core i7,1128,1000,0,AMD,102780.0
494,Asus,Gaming,17.3,1920x1080,24,Windows,4.33,1,1,Intel Core i7,1256,1000,0,Nvidia,114210.0
542,HP,Ultrabook,13.3,3200x1800,8,Windows,1.34,0,1,Intel Core i7,256,0,0,Intel,103050.0
1291,Acer,Notebook,15.6,1366x768,4,Linux,2.4,0,0,Other Intel,0,500,0,Intel,26010.0
1111,Dell,Notebook,15.6,1366x768,4,Windows,2.24,0,0,Intel Core i5,0,500,0,AMD,69223.5
503,Lenovo,Notebook,14.0,1366x768,4,Windows,2.1,0,0,Other Intel,0,500,0,Intel,26910.0
10,HP,Notebook,15.6,1366x768,4,No ,1.86,0,0,Intel Core i5,0,500,0,Intel,35451.0
756,HP,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i5,1128,1000,0,Nvidia,98910.0
888,Acer,Netbook,11.6,1366x768,4,Chrome ,1.25,0,1,Other Intel,0,0,32,Intel,26730.0
979,Asus,Gaming,17.3,1920x1080,16,Windows,2.99,0,0,Intel Core i7,1256,1000,0,Nvidia,157410.0
823,MSI,Gaming,15.6,1920x1080,8,Windows,2.4,0,0,Intel Core i5,256,0,0,Nvidia,107910.0
297,Dell,Workstation,17.3,1920x1080,16,Windows,3.42,0,0,Intel Core i7,256,0,0,Nvidia,259637.4
789,Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,0,Intel Core i5,256,0,0,Nvidia,88650.0
295,Lenovo,Gaming,15.6,1920x1080,8,Windows,3.2,0,1,Intel Core i7,0,1000,0,Nvidia,116910.0
486,Dell,Workstation,15.6,1920x1080,16,Windows,2.17,0,1,Intel Core i7,512,0,0,Nvidia,210420.0
1007,HP,Ultrabook,14.0,1920x1080,8,Windows,1.43,0,0,Intel Core i7,256,0,0,Intel,130410.0
1099,Asus,Gaming,17.3,1920x1080,16,Windows,4.3,0,1,Intel Core i7,1128,1000,0,Nvidia,206910.0
1081,Lenovo,Gaming,17.3,1920x1080,32,Windows,4.6,0,1,Intel Core i7,1512,0,0,Nvidia,291600.0
52,HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,AMD processor,256,0,0,AMD,35864.1
990,HP,Netbook,12.5,1920x1080,8,Windows,0.97,0,0,Other Intel,512,0,0,Intel,171720.0
54,Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,Intel Core i3,0,1000,0,Intel,34560.0
60,Dell,Notebook,17.3,1920x1080,16,Windows,2.8,0,0,Intel Core i7,2256,2000,0,AMD,116910.0
948,Dell,Notebook,17.3,1600x900,4,Windows,2.36,0,0,Intel Core i3,0,1000,0,AMD,59310.0
766,Asus,Notebook,17.3,1366x768,4,Windows,2.8,0,0,Other Intel,0,1000,0,Nvidia,42330.6
34,Apple,Ultrabook,13.3,1440x900,8,Mac,1.35,0,0,Intel Core i5,0,0,256,Intel,89820.0
46,Lenovo,Notebook,15.6,1366x768,4,No ,2.2,0,0,Intel Core i3,128,0,0,Intel,33210.0
608,Lenovo,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.0,1,1,Intel Core i7,256,0,0,Intel,116910.0
339,Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i5,256,0,0,Nvidia,102847.5
65,Asus,Ultrabook,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,512,0,0,Nvidia,178470.0
1288,Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,33210.0
469,Lenovo,Ultrabook,14.0,2560x1440,12,Windows,1.4,0,1,Intel Core i7,256,0,0,Intel,167220.0
